CM30c28	Plot05	CM30c46	CM30b58	CM30c60	LB5	CM31a5	CM30c	CM30d3	CM30c44	CM30c39	CM30c30	CM30c53	CM30b60	CM30b51	CM30d12	Plot03	Plot08	Plot06	Plot02	Plot01	CM30c35	Plot04	CM30c37	CM30c62	LB1	Plot07	CM30c51
M00598_54_000000000-ABCWN_1_2106_13509_1267|gene_26S	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_26972_21095|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_2104_24087_11742|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_24275_12521|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_18999_11076|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_17528_11414|gene_26S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_18353_13420|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_21507_17375|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_11078_21673|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_9989_21042|gene_26S	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_15880_16719|gene_26S	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_9888_16998|gene_26S	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_28425_17710|gene_26S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_7190_16477|gene_26S	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_6208_6508|gene_26S	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1113_22620_13975|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_23688_21329|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_26911_9348|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_29324_10939|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_19680_9390|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_20888_5695|gene_26S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_19120_11066|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_26209_4705|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_18566_15745|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_18600_5596|gene_26S	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_17391_22841|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_15227_4258|gene_26S	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_18407_18450|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_27204_17663|gene_26S	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_14592_4065|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_16681_2219|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_6239_19233|gene_26S	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1105_25300_21157|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1105_20910_17133|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_16174_10257|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_4270_15738|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_7386_8685|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_11230_4375|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_10516_4591|gene_26S	0	0	0	0	1	2	2	5	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	3	0	0
M00598_54_000000000-ABCWN_1_2117_23933_7743|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_25543_14760|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_5535_14108|gene_26S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_9195_5928|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_14659_6883|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_4066_12430|gene_26S	0	0	0	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_2119_23648_17393|gene_26S	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_23891_19427|gene_26S	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_18977_19625|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_12804_19230|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_17377_9576|gene_26S	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_18663_21265|gene_26S	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_21027_3152|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_16039_25085|gene_26S	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_13018_6614|gene_26S	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1101_13396_7435|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_22069_8505|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_10073_8550|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_11881_2133|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_27017_8714|gene_26S	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_28838_10044|gene_26S	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_19041_6883|gene_26S	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_22580_15017|gene_26S	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_5267_7673|gene_26S	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_20060_7926|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_11197_5263|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_6326_9832|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_8554_16791|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_23858_10738|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_11105_6348|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_9040_20516|gene_26S	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_8506_8378|gene_26S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_27623_8811|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_20648_7055|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_6511_12126|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_26398_21381|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_16815_9121|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_10430_11704|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_29445_10539|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_28634_13194|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_23987_9266|gene_26S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_15487_18859|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_4082_8880|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_14651_8279|gene_26S	0	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_26393_12435|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_19603_17488|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_28208_16077|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_8253_5779|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_15415_18327|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_26848_13603|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_14266_21288|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_7417_14181|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_5503_14289|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_6957_4819|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_16561_3269|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_13112_6227|gene_26S	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_25933_10642|gene_26S	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_21376_8126|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_11462_10069|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_20498_20532|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_10428_9038|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_19983_14445|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_24329_14030|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1110_18586_9000|gene_26S	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1110_9702_4195|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1110_22335_5646|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1110_23727_10181|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1110_17817_8027|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_12549_15621|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_7880_11462|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_11288_13155|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1112_13147_2268|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_5839_18335|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_12730_21953|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_13781_20954|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_28449_10253|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_25975_9271|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_15541_15395|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_27295_16220|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_10460_15676|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_17146_7969|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_24787_10960|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_5928_14791|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_25935_6361|gene_26S	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_22778_17630|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_16344_5641|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_11055_7992|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_7741_24519|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_23896_23844|gene_26S	0	2	0	0	0	0	2	4	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0
M00598_54_000000000-ABCWN_1_2113_13061_8138|gene_26S	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_5270_11530|gene_26S	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2110_16742_11757|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_16243_19863|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_12635_5012|gene_26S	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_12141_2324|gene_26S	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2
M00598_54_000000000-ABCWN_1_1101_15868_16030|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_27166_16180|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_8619_19595|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_17880_20805|gene_26S	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_14633_2904|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16013_24107|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_10815_15482|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_7578_7939|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_26405_10034|gene_26S	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_2115_23128_8269|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_16060_3791|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_5733_9383|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_16007_16040|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_13504_10253|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_6844_13779|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_25762_17049|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_22617_16945|gene_26S	0	2	0	0	0	2	4	0	13	0	0	0	0	0	0	3	1	0	0	0	0	0	8	1	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_16806_21911|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_14781_3409|gene_26S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_14168_4687|gene_26S	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_18497_9693|gene_26S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
