CM30c60	CM30c28	CM30b58	CM30c37	CM30c62	CM30c30	Plot08	Plot03	Plot07	LB1	LB5	CM30b60	Plot04	CM30c39	CM30c51	CM30c53	CM31a5	Plot05	Plot01	CM30c	Plot02	CM30c35	CM30d12	CM30c46	CM30c44	CM30d3	CM30b51	Plot06
M01895_13_000000000-ABYEE_1_1107_23325_13505|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_10795_25220|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_10360_25210|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_16120_17400|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_17339_11812|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_5206_6927|gene_18S	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_27961_11950|gene_18S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_22342_19816|gene_18S	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	1	0
M01895_13_000000000-ABYEE_1_1105_19274_22620|gene_18S	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	1	0	0	3	0	1
M01895_13_000000000-ABYEE_1_1109_6308_13988|gene_18S	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_17322_3203|gene_18S	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1111_15854_12172|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	1
M01895_13_000000000-ABYEE_1_1110_24970_19888|gene_18S	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1110_20487_25607|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_19032_20604|gene_18S	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1111_4067_10299|gene_18S	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_14843_24056|gene_18S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_24821_24456|gene_18S	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_7129_7560|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_19678_19370|gene_18S	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1110_14537_7816|gene_18S	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_25406_7841|gene_18S	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_4451_13081|gene_18S	0	0	1	0	0	0	4	0	1	4	4	0	0	0	0	0	1	0	0	0	0	0	2	1	0	5	0	0
M01895_13_000000000-ABYEE_1_2101_19823_18925|gene_18S	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1114_9830_9630|gene_18S	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_20830_16656|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_21552_19464|gene_18S	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_12476_5097|gene_18S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_8703_25123|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_4739_7766|gene_18S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_15341_12304|gene_18S	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_5806_15892|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_13589_18407|gene_18S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_26761_20238|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
M01895_13_000000000-ABYEE_1_2108_13855_20511|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_10528_18563|gene_18S	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2109_13258_28366|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_16867_5244|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2110_13289_26083|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_20049_8720|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0
M01895_13_000000000-ABYEE_1_2105_15075_7709|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_6545_9139|gene_18S	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2107_16062_22299|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_3575_21301|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_3887_18116|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2106_16365_20735|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_7666_18499|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2104_9156_5856|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_23942_24140|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M01895_13_000000000-ABYEE_1_2104_22422_25877|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_2105_20139_3116|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	1	28
M01895_13_000000000-ABYEE_1_2106_11632_22814|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2106_18899_15848|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_2548_18573|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_27575_13545|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1104_26372_11054|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1107_7196_17248|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
M01895_13_000000000-ABYEE_1_1103_17201_29099|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_23824_7524|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01895_13_000000000-ABYEE_1_1104_15168_6887|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1105_12493_17511|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M01895_13_000000000-ABYEE_1_1105_19956_8985|gene_18S	0	0	0	0	0	0	0	2	0	0	1	0	8	0	0	8	0	2	0	0	0	0	2	0	0	1	0	1
M01895_13_000000000-ABYEE_1_1105_21790_20812|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_24439_16888|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_14536_16907|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4
M01895_13_000000000-ABYEE_1_1103_6930_8552|gene_18S	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1103_26895_19774|gene_18S	0	0	2	0	0	1	0	0	3	6	5	0	1	0	0	1	0	7	0	1	0	0	0	0	0	15	4	1
M01895_13_000000000-ABYEE_1_1106_11191_25949|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_9170_4852|gene_18S	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1105_24467_26023|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2113_17617_27682|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1107_14046_12427|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_9875_12439|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2107_10096_18341|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_21776_12412|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_15134_19120|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_19864_24230|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_17795_2784|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3
M01895_13_000000000-ABYEE_1_2107_7977_7061|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1104_6017_17995|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_21161_26414|gene_18S	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_6424_16702|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_20599_28449|gene_18S	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_11593_17430|gene_18S	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_11222_21141|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_22499_19314|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_18218_18080|gene_18S	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_23812_20382|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_7515_18379|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_11039_13121|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_6678_19159|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1110_21180_2588|gene_18S	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1110_14263_1926|gene_18S	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	0	2
M01895_13_000000000-ABYEE_1_2105_14563_22560|gene_18S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_26439_12153|gene_18S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0
M01895_13_000000000-ABYEE_1_2107_15155_25639|gene_18S	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2107_14942_19196|gene_18S	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_27446_14796|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01895_13_000000000-ABYEE_1_1113_6176_16252|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_10054_4460|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_17512_25591|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1113_14410_29109|gene_18S	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
M01895_13_000000000-ABYEE_1_2101_14097_4180|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_5468_22791|gene_18S	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2112_21191_23081|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_16750_9765|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_15368_10862|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_21597_9155|gene_18S	0	0	0	0	0	1	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_13885_21366|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2112_23322_5295|gene_18S	0	0	1	0	0	0	0	3	0	1	0	0	3	0	1	3	0	1	0	1	0	1	1	0	0	5	2	4
M01895_13_000000000-ABYEE_1_2111_10323_9781|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_22433_21677|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2112_21256_9685|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1112_21002_14740|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_8931_25700|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_23539_21073|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1109_13218_1593|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1111_18910_23835|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2110_10748_27811|gene_18S	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01895_13_000000000-ABYEE_1_2109_20522_9128|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_21529_21034|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
M01895_13_000000000-ABYEE_1_2109_8195_4819|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1111_22977_15920|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2110_6348_10694|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_14640_22860|gene_18S	0	0	1	0	0	0	0	0	0	3	4	0	0	0	0	0	2	9	0	0	1	6	2	1	0	3	1	1
M01895_13_000000000-ABYEE_1_1114_2141_12317|gene_18S	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	6	0	0	8	2	10	0	0	0
M01895_13_000000000-ABYEE_1_1114_21198_8023|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_15483_9894|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_6716_13606|gene_18S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_19909_6613|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_6949_14116|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2106_5123_13969|gene_18S	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_17465_24647|gene_18S	0	0	0	0	0	0	0	6	1	29	0	0	0	0	2	0	0	5	0	0	3	1	15	5	0	48	20	2
M01895_13_000000000-ABYEE_1_2103_16816_2574|gene_18S	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0
M01895_13_000000000-ABYEE_1_2101_28806_14570|gene_18S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_21074_19061|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_20191_3008|gene_18S	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_11845_11260|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_22698_13515|gene_18S	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_26141_13792|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_14050_22012|gene_18S	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_24983_20945|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_17692_22963|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_6912_9942|gene_18S	0	0	0	0	0	45	0	0	0	20	40	0	0	0	0	0	0	0	0	0	0	0	2	8	0	1	0	0
M01895_13_000000000-ABYEE_1_2108_17967_8313|gene_18S	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2108_12641_9055|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_20763_10881|gene_18S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_11239_9362|gene_18S	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2105_3227_9311|gene_18S	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2105_13553_3716|gene_18S	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_15278_6715|gene_18S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2101_19720_15094|gene_18S	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_22769_19950|gene_18S	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_16905_15736|gene_18S	0	0	0	0	0	4	0	4	1	5	21	0	0	0	0	17	1	15	2	4	3	17	2	0	13	5	10	6
M01895_13_000000000-ABYEE_1_2106_23617_19919|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
